maxrad,minrad,meanrad,maxdur,mindur,meandur,maxwind,minwind,meanwind,elevation,energy
29.58,7.28,19.03,48657.27,18576.94,36128.69,15.6,8.66,11.95,1244.0,solar
19.29,1.33,9.98,39709.24,7250.7,23761.05,31.09,17.07,23.43,16.0,solar
28.26,7.18,17.87,46805.43,21078.71,34339.99,21.29,11.73,15.68,401.0,solar
25.29,8.06,16.69,46105.81,22920.05,33105.53,24.92,18.0,20.82,30.0,solar
27.25,10.43,18.43,46295.87,26199.1,34177.62,29.88,18.89,24.19,203.0,solar
27.81,8.53,18.87,47993.3,26189.89,37485.15,22.51,13.82,18.06,392.0,solar
25.07,11.68,19.07,43095.74,23948.96,34253.03,26.31,18.02,21.56,366.0,solar
22.62,2.09,11.93,46011.4,9771.84,27162.14,36.69,18.32,26.59,38.0,solar
25.35,9.05,15.99,45219.48,23982.45,31063.12,21.82,9.67,18.19,132.0,solar
21.94,2.46,12.17,46824.39,10780.9,28118.69,34.84,20.52,26.63,94.0,solar
24.26,14.14,19.77,41963.07,26956.66,35508.52,21.58,11.22,14.67,53.0,solar
24.61,4.86,15.0,45789.34,13032.42,30006.42,26.53,11.48,21.41,543.0,solar
21.68,2.14,11.89,49798.6,10116.31,28200.37,36.47,18.35,26.48,37.0,solar
21.92,2.43,11.87,47840.18,10613.06,27045.87,37.54,20.86,27.79,35.0,solar
21.07,2.24,11.63,41449.8,9213.42,25928.77,35.38,19.59,26.11,86.0,solar
29.61,12.05,21.35,46222.03,30018.59,38895.83,20.51,11.84,15.67,1357.0,solar
24.14,13.05,19.64,44474.47,31138.78,38010.87,28.07,13.35,23.02,1.0,solar
23.51,11.33,18.53,40478.34,12246.77,32598.48,28.94,16.63,19.96,625.0,solar
21.3,1.9,11.17,48263.73,7362.21,25326.89,31.91,18.28,23.78,27.0,solar
22.9,12.98,18.6,39835.06,13794.15,32276.85,31.41,16.35,19.91,653.0,solar
21.26,1.79,11.76,42817.17,6913.85,26723.63,27.97,15.44,21.17,134.0,solar
24.01,5.71,14.71,42534.79,17231.57,29316.56,27.63,19.93,22.47,15.0,solar
22.58,2.05,11.99,48388.59,8137.22,27063.3,36.08,20.03,26.16,11.0,solar
27.72,8.65,18.64,47669.78,25129.22,36508.36,22.38,13.3,16.84,713.0,solar
24.1,13.2,19.23,40441.09,12857.03,32895.39,25.05,14.56,17.08,359.0,solar
24.32,7.52,15.44,46218.31,19610.68,29287.71,26.72,14.61,22.23,3.0,solar
24.76,8.54,16.89,45099.38,22466.28,33267.52,22.55,14.37,17.94,165.0,solar
23.14,11.0,17.32,41108.91,23035.23,34145.0,18.18,8.45,13.54,197.0,solar
25.14,8.88,16.55,40282.64,20556.55,31240.4,39.6,19.97,24.92,51.0,solar
24.88,10.88,18.36,43940.45,23516.93,34036.36,26.29,9.87,18.63,42.0,solar
23.14,12.81,18.46,40116.39,9550.81,32474.63,30.87,14.28,19.25,566.0,solar
20.2,1.81,10.82,46705.93,7336.84,24398.4,34.63,19.7,25.7,353.0,solar
22.99,2.06,11.86,43441.19,9279.72,26260.12,40.03,22.45,29.03,70.0,solar
25.74,7.5,16.41,47323.74,20992.15,32779.14,24.25,17.38,20.34,5.0,solar
24.06,7.02,17.72,41950.45,4444.87,32256.44,21.74,13.89,17.63,525.0,solar
22.11,5.51,14.4,44625.46,15684.98,28144.64,17.09,4.27,11.52,426.0,solar
24.1,13.2,19.23,40441.09,12857.03,32895.39,25.05,14.56,17.08,371.0,solar
23.85,9.32,18.19,40876.25,4743.84,31928.09,17.86,10.49,15.2,30.0,solar
23.51,7.66,17.64,40392.39,253.8,30942.19,14.5,7.64,11.25,36.0,solar
30.63,10.14,20.91,48444.4,27283.35,38352.59,27.67,11.24,20.0,739.0,solar
24.03,5.16,15.45,46061.84,15990.88,31932.69,31.14,18.41,24.07,328.0,solar
24.04,8.13,14.92,45239.68,24286.09,29845.37,16.1,7.9,11.82,353.0,solar
23.58,5.76,14.88,43521.9,15470.43,30167.39,22.23,13.42,18.44,76.0,solar
30.03,11.28,21.34,46815.52,30884.15,39028.58,36.0,19.27,26.24,812.0,solar
21.2,5.76,13.55,37519.76,17630.63,27484.86,25.9,5.78,18.12,61.0,solar
24.53,15.39,19.93,41229.28,26539.62,35066.37,26.22,11.69,16.93,135.0,solar
23.12,11.25,17.36,40964.27,21356.32,33960.84,18.44,8.8,13.83,189.0,solar
26.42,8.48,15.84,45898.03,20891.53,29465.05,14.32,7.76,11.62,162.0,solar
28.44,10.9,20.26,45977.25,27642.76,38017.93,17.09,10.89,14.45,214.0,solar
26.84,7.76,18.44,46892.62,23762.59,35878.11,25.42,17.88,21.12,1197.0,solar
23.62,5.92,16.07,43284.37,13559.04,31739.31,24.73,13.66,19.8,215.0,solar
30.89,9.93,20.89,48485.42,25769.37,37952.46,24.71,11.33,18.46,833.0,solar
28.38,10.87,20.57,45843.59,27628.6,38078.2,19.67,11.32,15.27,1986.0,solar
26.27,6.1,16.73,48026.31,20512.33,35129.33,16.39,7.17,11.36,73.0,solar
22.97,4.93,14.28,42355.53,13328.98,28299.58,24.62,12.51,19.5,346.0,solar
20.88,1.91,11.16,46208.39,8447.7,25624.78,32.55,18.37,24.27,34.0,solar
31.26,10.24,21.59,48683.63,27041.91,38882.95,16.04,9.49,12.07,1129.0,solar
20.98,1.52,10.59,43402.55,6692.74,24275.51,35.49,18.05,25.59,53.0,solar
21.36,1.95,11.7,46621.12,8129.15,26587.6,36.35,18.46,26.33,60.0,solar
22.07,1.9,11.32,45261.87,8119.66,25587.67,35.71,18.39,25.83,126.0,solar
22.63,8.6,14.89,45090.13,24419.99,29957.0,16.53,6.64,12.36,205.0,solar
19.59,5.89,13.67,34419.27,21607.69,28726.97,26.07,18.62,22.51,5.0,solar
29.38,5.48,18.03,49429.95,13583.96,34356.93,18.47,11.71,14.6,1240.0,solar
26.77,6.53,17.06,48547.71,21186.75,35692.45,38.75,15.53,22.44,384.0,wind
28.27,3.08,16.23,49957.76,8405.66,32616.6,29.11,14.46,21.0,424.0,wind
27.41,5.85,16.88,47082.6,19315.26,33917.58,19.03,12.43,14.93,1157.0,wind
21.72,5.54,13.64,40702.01,19359.04,30300.76,24.85,15.06,19.98,81.0,wind
31.75,7.89,19.3,47097.18,21336.27,35808.04,19.99,11.91,16.52,66.0,wind
22.3,1.67,12.12,43897.98,8102.49,27632.02,45.81,22.62,33.92,0.0,wind
22.61,8.29,16.5,39247.19,25385.86,33116.95,33.88,16.02,24.27,2092.0,wind
25.0,5.46,16.27,47237.07,18904.54,33201.15,33.21,18.56,26.07,523.0,wind
16.34,1.33,9.3,34085.1,7041.56,21843.25,33.0,19.94,26.14,251.0,wind
25.6,9.66,15.92,43648.42,16599.17,28395.12,35.57,21.21,25.97,0.0,wind
23.58,8.41,14.97,42142.35,15408.33,26934.05,27.39,15.43,21.39,2.0,wind
27.98,6.73,17.51,48252.03,20857.7,34522.0,30.75,15.2,22.3,1051.0,wind
26.13,7.17,17.38,44951.53,22712.49,34714.21,33.49,20.64,25.26,289.0,wind
19.0,1.05,9.36,38370.62,6823.19,22813.79,28.04,15.58,22.71,372.0,wind
26.27,6.99,17.86,46955.62,18786.93,34634.29,28.26,15.76,23.17,490.0,wind
19.69,1.88,10.69,37882.47,8471.93,23976.94,31.58,18.69,24.0,35.0,wind
20.75,3.29,12.44,38359.28,12528.6,26773.9,30.79,17.61,23.72,99.0,wind
20.66,2.5,12.51,39199.79,7020.65,26659.69,30.79,15.65,22.23,328.0,wind
25.27,6.32,16.76,45741.82,22861.38,34788.04,32.61,18.86,25.09,1260.0,wind
18.74,1.1,9.62,37873.31,6467.95,23244.96,29.37,16.88,23.96,438.0,wind
20.73,2.15,12.21,38363.08,6291.96,25832.15,30.91,13.62,21.56,157.0,wind
26.21,7.9,16.18,42197.65,21244.29,30114.53,42.86,20.1,24.69,131.0,wind
20.57,2.08,11.96,38640.26,6109.67,25185.67,30.8,13.41,21.89,171.0,wind
22.58,4.84,14.7,46855.5,18650.57,32727.77,25.11,15.92,21.37,639.0,wind
17.66,1.06,9.52,40156.52,6671.82,23635.97,30.17,17.21,24.25,423.0,wind
17.87,1.0,9.22,33541.32,4415.94,20107.47,32.46,18.61,25.78,578.0,wind
20.46,2.35,11.67,39959.93,8892.86,25922.08,32.77,16.73,24.32,34.0,wind
21.4,6.45,14.9,37521.13,22700.3,31950.47,27.41,16.28,22.28,167.0,wind
18.28,1.07,9.51,37169.02,5660.04,23117.1,32.87,19.65,27.08,169.0,wind
30.97,12.29,21.56,44764.89,30714.18,37948.58,29.39,23.81,26.73,946.0,wind
25.75,3.96,15.07,50433.42,18111.29,33126.21,34.64,16.19,22.91,1078.0,wind
28.44,4.18,16.17,50068.84,15256.98,33483.75,27.06,14.56,20.09,857.0,wind
26.2,5.14,16.2,48775.56,18376.83,33696.56,30.99,19.51,24.47,615.0,wind
27.49,10.65,19.09,46049.42,24865.78,35310.13,28.02,20.84,24.0,419.0,wind
21.63,7.59,15.51,38664.64,22707.2,31257.52,28.92,18.41,23.89,1.0,wind
19.43,2.02,11.51,37965.1,7141.18,25192.96,33.68,17.12,24.74,86.0,wind
20.88,2.09,11.47,38990.73,7884.62,24901.86,36.21,18.32,26.38,120.0,wind
26.67,8.91,19.25,46220.93,23560.46,36061.89,32.54,18.62,27.79,871.0,wind
22.08,3.46,13.52,47915.34,11687.94,28876.37,28.46,12.69,20.66,463.0,wind
21.48,1.96,11.45,44494.53,7851.17,26016.75,35.4,19.61,25.69,9.0,wind
18.18,1.06,9.46,35965.07,5523.5,21783.11,32.08,17.51,25.14,304.0,wind
24.19,6.26,17.81,42395.55,2582.11,32250.45,29.35,14.17,19.31,613.0,wind
21.91,9.96,16.79,37236.4,23941.98,31276.07,26.2,17.54,21.88,1816.0,wind
27.29,12.09,20.73,45607.67,28184.76,37335.58,30.79,22.42,26.1,1029.0,wind
24.64,5.7,15.63,43204.19,15319.99,30913.17,29.76,18.4,24.11,256.0,wind
23.72,11.56,19.23,41252.84,11862.92,33117.62,34.1,14.37,21.23,679.0,wind
20.48,0.92,9.96,44095.63,6688.43,23866.0,31.01,17.35,25.63,217.0,wind
27.06,18.48,21.72,40585.31,33009.31,37690.42,42.2,16.39,28.95,767.0,wind
25.2,12.86,19.3,42142.7,17470.28,34789.6,34.39,20.38,25.87,52.0,wind
21.56,6.37,14.9,38698.3,24126.0,32466.77,26.39,17.92,21.81,141.0,wind
21.36,9.26,16.18,35478.28,26978.33,31200.66,24.58,14.65,20.0,1461.0,wind
22.27,8.33,16.14,38836.06,24896.34,32308.26,28.24,12.58,19.22,1678.0,wind
28.27,3.22,16.11,50092.42,9600.42,32801.6,24.25,15.02,18.75,650.0,wind
21.17,2.0,12.0,41197.08,8099.45,26736.53,28.82,15.77,21.6,107.0,wind
26.03,12.31,17.56,43871.75,24735.93,30955.95,31.7,16.87,25.1,379.0,wind
24.92,5.8,16.77,46199.38,18003.15,33383.73,33.15,17.08,25.37,460.0,wind
25.12,11.13,16.14,43777.16,20829.0,28816.56,12.55,6.33,9.73,77.0,wind
20.38,6.33,14.62,36393.51,23036.72,31956.28,26.72,15.17,22.14,219.0,wind
20.82,2.78,12.58,41794.37,8203.35,27134.9,31.89,13.08,23.07,135.0,wind
23.8,4.46,14.05,44260.36,15124.37,28034.28,22.27,10.44,16.46,593.0,wind
17.75,1.04,9.31,35550.92,5838.14,22126.28,26.89,14.76,21.74,11.0,wind
24.97,7.16,15.5,42111.73,18422.45,29665.02,38.72,20.56,25.03,46.0,wind
27.66,8.83,18.83,48057.67,26349.74,37215.96,25.64,13.54,17.76,533.0,wind
26.94,7.49,18.77,45769.54,20176.66,35383.7,29.93,19.41,25.98,746.0,wind
20.96,1.85,11.16,42016.12,8383.7,25761.68,35.54,20.52,26.02,-1.0,wind
16.51,1.31,9.25,32677.82,6668.97,21666.57,32.53,20.18,25.5,162.0,wind
27.64,8.31,18.95,47687.59,25329.42,36794.31,15.96,10.65,12.3,1824.0,wind
23.13,3.83,13.66,43949.74,14248.89,29342.33,27.08,16.37,21.14,9.0,wind
19.57,1.13,9.97,43872.71,6567.77,23876.53,30.26,17.25,23.25,323.0,wind
21.42,2.19,12.02,43303.33,9743.92,27106.39,30.8,16.65,22.72,140.0,wind
25.75,6.38,16.06,41967.41,16257.01,29954.15,27.89,17.94,24.81,735.0,wind
24.72,17.73,21.55,42145.22,32996.27,38417.46,35.19,20.86,28.92,236.0,wind
19.72,1.53,10.3,38062.22,7291.05,22778.81,35.43,17.26,25.44,16.0,wind
22.97,3.68,13.26,45363.52,11393.97,27900.33,29.42,17.09,22.68,168.0,wind
22.58,2.91,12.48,41457.62,11205.18,26421.77,39.46,19.59,28.8,59.0,wind
22.44,6.65,14.58,40325.23,23652.74,30466.3,28.07,16.96,23.03,112.0,wind
22.74,7.65,16.18,42167.73,24879.24,33359.19,40.79,17.88,28.73,1553.0,wind
25.21,7.49,15.67,41539.35,17930.46,30029.53,39.28,22.5,27.61,13.0,wind
26.41,14.48,20.4,41779.16,29095.71,35348.85,25.61,13.64,19.35,538.0,wind
31.02,9.74,20.68,48608.51,25238.6,37445.31,27.09,11.2,19.3,1338.0,wind
21.11,3.95,12.99,42590.7,12811.57,25802.43,31.23,21.51,25.64,15.0,wind
23.49,16.68,20.46,40578.08,25635.25,36698.74,24.54,13.16,19.3,22.0,wind
23.15,3.41,13.71,43093.39,6572.87,26772.18,27.76,10.98,22.52,502.0,wind
27.11,8.8,18.51,47631.84,26337.95,37167.47,20.07,11.26,14.9,559.0,wind
27.21,7.31,18.17,45741.73,20253.76,34549.5,31.07,16.05,25.23,489.0,wind
27.65,5.7,16.25,47174.23,17149.83,32354.73,21.52,11.2,15.9,999.0,wind
20.63,2.26,12.43,39491.15,6878.17,26899.06,31.1,14.79,22.2,254.0,wind
27.78,5.39,16.94,47744.78,17740.45,33660.87,24.89,15.43,18.73,711.0,wind
22.62,6.95,16.29,40368.57,23469.85,33502.69,34.35,19.57,27.61,1275.0,wind
28.44,11.72,20.34,43279.41,30010.14,36834.36,34.16,19.1,25.58,1668.0,wind
27.42,6.27,17.63,47051.55,18280.46,34233.4,30.86,18.05,25.06,471.0,wind
24.47,17.28,21.46,40250.48,30489.93,37229.27,34.48,14.55,26.19,26.0,wind
26.31,6.2,16.73,47662.62,20180.1,34913.43,34.39,16.13,22.02,262.0,wind
23.42,17.38,20.08,40867.51,30927.28,36607.01,33.74,17.87,25.98,182.0,wind
21.55,8.43,15.2,36787.73,21837.47,29045.73,20.33,13.57,17.33,30.0,wind
28.05,4.69,16.21,49060.19,13305.75,32996.24,23.98,13.76,18.84,1043.0,wind
28.1,6.37,17.77,48975.27,19658.74,35708.39,27.9,13.36,20.9,1016.0,wind
21.48,3.35,12.63,38099.59,12120.53,25351.23,29.82,18.79,24.42,11.0,wind
24.94,17.13,20.95,41304.8,34085.79,37431.61,34.57,15.52,25.27,712.0,wind
20.46,4.58,13.47,36650.96,15118.12,27433.17,26.0,14.97,20.58,105.0,wind
