maxrad,minrad,meanrad,maxdur,mindur,meandur,maxwind,minwind,meanwind,elevation,energy
23.56,16.2,19.01,41621.8,25053.46,34076.63,18.66,8.31,12.35,27.0,solar
23.93,16.79,19.77,40236.47,24642.54,32592.02,21.92,7.03,13.01,372.0,solar
24.32,16.14,19.6,40398.43,27363.42,34049.16,6.63,4.53,5.28,221.0,solar
24.19,17.27,19.81,40366.19,29586.91,34115.04,9.07,6.19,7.23,74.0,solar
24.73,15.71,19.69,42508.76,27905.65,35459.77,21.96,5.74,13.41,37.0,solar
23.45,16.03,19.11,41381.08,29715.75,35627.67,12.11,6.22,8.62,305.0,solar
24.23,13.88,18.37,42256.66,27278.55,34578.74,21.92,7.2,12.95,230.0,solar
25.35,16.98,20.58,42312.34,29410.98,36320.94,18.31,9.94,14.93,8.0,solar
25.66,16.99,20.36,42295.05,28541.97,36533.28,26.97,7.62,19.38,191.0,solar
24.79,18.0,20.35,41713.22,30964.88,36257.4,28.38,8.7,16.57,18.0,solar
25.74,16.67,20.29,42352.24,27502.66,36146.38,27.26,7.71,17.26,30.0,solar
24.13,15.54,18.98,42237.55,24864.93,34634.96,11.09,5.96,8.42,79.0,solar
25.09,16.61,19.83,42210.13,27634.42,35324.93,13.06,6.2,10.33,44.0,solar
24.3,16.09,19.53,42228.14,27533.6,35524.14,15.27,4.65,10.43,56.0,solar
23.56,16.2,19.01,41621.8,25053.46,34076.63,18.66,8.31,12.35,26.0,solar
26.21,4.25,15.46,49134.61,15260.27,33595.42,14.38,10.6,12.58,236.0,solar
24.4,4.33,15.07,46905.15,14115.18,32519.87,12.35,6.93,9.43,600.0,solar
24.4,4.33,15.07,46905.15,14115.18,32519.87,12.35,6.93,9.43,510.0,solar
23.82,9.02,15.5,46768.03,18532.49,29650.98,18.3,9.49,14.86,91.0,solar
23.32,6.39,14.97,45469.53,16579.62,28861.83,28.69,15.28,21.19,22.0,solar
23.86,6.57,15.11,45361.07,15526.12,28267.18,27.28,14.73,20.02,12.0,solar
22.89,7.11,14.98,44702.62,16475.08,28453.7,24.77,12.94,19.3,1.0,solar
22.19,7.55,15.16,42537.94,17446.96,29415.82,17.04,10.08,13.82,273.0,solar
23.86,6.57,15.11,45361.07,15526.12,28267.18,27.28,14.73,20.02,13.0,solar
28.33,9.49,19.72,47548.76,25837.6,37656.54,17.29,8.94,12.18,1093.0,solar
28.57,7.32,18.5,47287.95,21189.58,35542.02,24.3,14.53,18.28,648.0,solar
28.22,6.74,17.81,46800.0,19446.71,34299.53,21.66,13.15,16.42,184.0,solar
28.55,7.44,18.29,47037.79,21065.56,34801.33,23.6,12.79,17.11,617.0,solar
28.06,7.02,17.87,46800.0,20135.34,34198.29,20.57,10.83,14.9,312.0,solar
26.21,6.23,16.69,47645.47,21023.39,34772.67,26.56,13.83,19.16,371.0,solar
27.68,13.13,21.47,45545.51,32762.57,39390.17,31.65,12.25,17.92,261.0,solar
27.35,8.81,18.73,48023.9,25889.95,37274.46,21.79,11.54,15.63,653.0,solar
28.24,7.85,18.15,46800.0,22480.76,34756.7,20.03,11.16,13.92,280.0,solar
28.05,7.06,18.01,46800.0,20825.63,34893.61,22.27,13.05,16.75,241.0,solar
28.26,8.12,18.54,48385.56,23805.84,35954.11,24.25,16.17,19.53,683.0,solar
28.22,8.09,18.55,48441.59,24397.23,36178.86,23.86,15.79,19.15,680.0,solar
28.3,8.42,18.96,47076.41,23533.02,36418.19,17.58,7.26,10.64,574.0,solar
28.1,8.1,18.4,46753.36,23500.86,35621.62,21.28,11.27,14.74,149.0,solar
28.41,7.5,17.98,46800.0,22032.04,34799.84,21.48,14.07,16.43,298.0,solar
22.8,8.95,15.23,46680.06,18410.94,29566.83,19.88,12.34,16.47,7.0,solar
23.14,6.56,15.24,44902.64,15998.48,29178.21,25.15,13.74,18.51,1.0,solar
23.05,6.47,15.06,45840.41,18765.35,29713.38,28.28,15.78,20.97,2.0,solar
23.03,7.82,15.57,44956.67,16649.95,29326.43,26.11,14.59,21.21,1.0,solar
30.07,12.25,21.64,44724.16,30560.14,38379.1,30.34,23.8,26.79,1099.0,solar
28.5,12.92,21.09,44289.33,32235.84,37938.03,24.38,15.05,19.65,1138.0,solar
26.84,14.86,21.22,42293.8,34295.61,37776.97,17.32,10.41,13.59,1217.0,solar
28.78,13.87,21.72,43846.24,32962.02,38716.17,23.82,15.06,19.16,1135.0,solar
31.61,8.23,19.35,47118.34,21690.8,35948.57,27.0,17.16,22.19,76.0,solar
29.63,12.07,21.42,44888.87,30374.44,38212.88,29.9,21.34,24.89,1240.0,solar
29.71,12.02,21.42,45019.07,30400.58,38259.55,29.19,21.19,24.62,1249.0,solar
25.95,15.17,20.87,42191.75,33368.25,37137.64,18.99,12.31,16.19,823.0,solar
31.61,8.23,19.35,47118.34,21690.8,35948.57,27.0,17.16,22.19,76.0,solar
25.77,15.17,20.95,41051.01,32853.7,36936.77,22.95,14.02,18.87,807.0,solar
28.32,7.93,18.23,46800.0,22838.23,35095.97,21.27,11.2,14.9,525.0,solar
30.33,8.8,19.7,44278.93,22634.29,35705.74,20.08,14.47,16.94,842.0,solar
30.99,9.62,20.05,45547.39,25302.77,36258.23,19.25,12.5,17.3,106.0,solar
25.81,15.43,21.18,41273.06,34876.66,37636.02,19.2,13.7,16.84,1356.0,solar
31.22,13.2,22.29,44537.86,32898.58,38818.93,26.17,17.87,22.57,845.0,solar
22.68,6.6,14.68,45324.05,17635.02,29042.68,19.86,12.18,15.65,40.0,solar
22.53,7.13,14.42,39178.37,19146.79,28338.92,14.97,7.84,11.54,74.0,solar
22.87,7.02,15.12,45192.0,17228.43,28706.37,25.2,13.1,19.44,2.0,solar
22.86,7.73,15.03,45637.66,14985.76,29222.31,21.39,8.5,14.58,24.0,solar
23.37,7.98,15.44,45952.23,16790.32,29782.53,20.47,10.26,15.31,231.0,solar
23.37,7.98,15.44,45952.23,16790.32,29782.53,20.47,10.26,15.31,89.0,solar
23.82,9.02,15.5,46768.03,18532.49,29650.98,18.3,9.49,14.86,102.0,solar
29.89,13.17,21.78,44319.93,32461.47,38782.38,24.27,17.18,20.77,828.0,solar
30.15,12.39,21.76,44755.61,30674.68,38381.98,30.61,24.01,26.91,1088.0,solar
28.32,7.93,18.23,46800.0,22838.23,35095.97,21.27,11.2,14.9,501.0,solar
26.66,8.33,18.27,47284.18,22993.19,36511.4,18.64,9.43,13.3,230.0,solar
28.25,8.4,18.8,48201.5,24465.27,36724.44,33.78,17.74,23.57,887.0,solar
27.24,9.09,18.62,47214.62,26898.86,37317.38,17.88,10.43,12.91,603.0,solar
28.26,7.18,17.86,46805.43,21078.71,34335.06,21.29,11.73,15.41,407.0,solar
27.79,8.86,18.87,48060.36,25522.14,37175.77,24.24,12.49,16.98,568.0,solar
28.11,8.17,18.43,46790.09,24170.78,35888.43,21.51,11.82,14.59,134.0,solar
28.08,7.11,17.94,46800.0,20587.46,34589.36,21.52,11.62,15.68,371.0,solar
26.94,8.9,18.47,47219.06,26474.45,37156.15,16.72,10.56,12.84,303.0,solar
28.41,7.65,18.34,48085.66,22264.41,35450.54,24.76,16.4,19.99,706.0,solar
28.38,7.93,18.47,47189.04,23057.35,35597.79,21.56,11.03,15.37,659.0,solar
28.22,6.74,17.81,46800.0,19446.71,34299.53,21.66,13.15,16.42,182.0,solar
28.06,7.02,17.87,46800.0,20135.34,34198.29,20.57,10.83,14.9,296.0,solar
28.17,8.18,18.61,48298.71,24693.96,36384.4,23.64,15.77,19.52,680.0,solar
27.79,8.16,18.34,46800.0,24008.07,35808.58,20.97,13.05,15.42,14.0,solar
27.84,8.25,18.47,46800.0,24175.68,35923.82,22.62,14.54,16.94,100.0,solar
27.24,9.18,18.76,47452.4,24977.26,37053.98,22.3,11.07,15.46,141.0,solar
28.2,8.1,18.52,48363.03,23109.82,35944.32,26.3,14.8,19.39,717.0,solar
28.23,7.22,17.94,46800.0,21561.82,34846.47,21.73,12.32,15.88,377.0,solar
28.53,7.77,18.43,47963.57,22137.18,35042.96,25.52,17.22,20.65,713.0,solar
27.82,7.01,17.66,46800.0,20950.64,34365.24,21.67,13.93,17.07,273.0,solar
25.94,6.04,16.62,47710.06,20037.17,34359.59,32.36,15.4,20.47,301.0,solar
27.08,7.06,17.76,48712.43,21655.85,36614.63,26.74,15.29,21.23,239.0,solar
27.03,8.88,18.52,47656.92,26619.96,37298.69,18.61,10.96,14.39,235.0,solar
27.55,8.8,18.75,47951.35,25379.94,37122.44,21.52,11.89,15.62,640.0,solar
27.56,9.71,19.31,48016.62,27497.76,37966.47,11.41,7.48,9.04,187.0,solar
28.77,8.19,18.5,46945.0,22256.98,35215.3,24.74,15.28,17.74,518.0,solar
27.98,8.21,18.54,46790.89,23906.71,36207.36,23.68,13.89,17.71,92.0,solar
27.13,9.09,18.58,47297.62,26002.25,37229.37,14.92,8.92,10.86,180.0,solar
27.53,8.56,18.57,47844.12,24803.61,36844.0,27.75,13.19,18.81,701.0,solar
27.83,6.94,17.59,46800.0,21284.82,34562.79,23.24,13.61,17.6,263.0,solar
28.6,7.86,18.4,47287.49,22423.31,35099.83,24.05,12.66,17.28,648.0,solar
28.12,8.17,18.36,46783.38,23623.54,35299.86,21.3,11.34,14.38,119.0,solar
28.12,8.17,18.36,46783.38,23623.54,35299.86,21.3,11.34,14.38,125.0,solar
27.35,7.08,17.48,48287.66,21185.6,36020.52,25.23,11.9,18.02,480.0,solar
28.22,6.73,17.82,46800.0,19836.89,34540.77,22.03,13.14,16.57,229.0,solar
25.53,5.83,16.1,45922.65,20844.1,33805.45,21.88,14.45,17.1,414.0,solar
28.26,6.82,17.87,46800.0,20325.6,34699.62,22.47,13.31,16.83,237.0,solar
28.25,8.8,19.12,46624.72,24216.85,36345.07,20.05,11.1,14.64,505.0,solar
27.88,8.63,18.71,46800.0,25381.05,36561.4,22.67,13.67,16.2,110.0,solar
26.18,5.97,16.75,47790.35,19480.62,34645.32,35.08,17.45,22.06,343.0,solar
27.68,13.13,21.47,45545.51,32762.57,39390.17,31.65,12.25,17.92,215.0,solar
25.43,6.1,16.29,46634.27,22076.46,34718.96,25.38,12.6,17.36,422.0,solar
28.57,7.32,18.5,47287.95,21189.58,35542.02,24.3,14.53,18.28,648.0,solar
28.46,6.02,17.42,48028.81,19559.79,34219.1,23.01,14.57,17.72,774.0,solar
25.79,7.9,17.6,47597.69,24818.12,36735.29,17.56,10.43,13.51,452.0,solar
28.39,7.68,18.21,46800.0,22524.05,35084.81,23.17,13.04,16.65,446.0,solar
25.82,5.9,16.53,47816.42,19615.45,34400.96,32.01,16.18,20.8,296.0,solar
28.19,7.21,18.01,47302.89,21662.22,35159.95,21.65,12.41,16.69,530.0,solar
27.76,9.02,18.76,46800.0,26110.56,36692.29,24.38,12.39,17.42,65.0,solar
31.98,8.63,20.18,47005.38,22525.99,36639.52,22.48,13.14,16.93,306.0,solar
30.07,12.25,21.64,44724.16,30560.14,38379.1,30.34,23.8,26.79,1081.0,solar
29.73,11.96,21.38,45266.05,30474.32,38252.04,27.11,20.83,23.8,1232.0,solar
23.07,2.06,13.01,48543.06,7102.22,29772.3,27.15,14.95,21.41,100.0,solar
23.86,7.18,16.08,44069.41,23917.36,34162.71,9.95,5.19,7.49,1831.0,solar
24.45,2.78,12.98,48711.14,12184.89,28931.92,13.35,8.71,11.92,274.0,solar
22.85,2.19,13.12,47816.94,6547.95,29158.67,26.18,13.63,20.34,213.0,solar
21.38,3.16,13.02,41750.34,14924.31,30937.31,22.45,13.1,18.61,469.0,solar
25.81,4.52,16.3,47969.3,19193.25,35518.71,12.48,6.26,8.42,1802.0,solar
25.81,4.52,16.3,47969.3,19193.25,35518.71,12.48,6.26,8.42,1806.0,solar
23.26,4.57,14.86,43525.06,15097.74,31499.66,23.17,15.38,19.69,-19.0,solar
24.43,2.71,12.85,48951.76,12235.72,28984.89,14.97,9.13,12.75,298.0,solar
21.26,1.79,11.76,42817.17,6913.85,26723.63,27.97,15.44,21.17,134.0,solar
24.81,2.12,14.13,49955.64,5844.36,30548.55,30.96,17.43,23.59,156.0,solar
24.13,2.39,14.26,50073.2,8232.7,31417.31,28.16,15.47,23.33,31.0,solar
24.66,3.57,14.02,48470.73,16784.16,31800.62,8.75,6.03,7.24,900.0,solar
23.37,2.32,13.85,48695.51,7875.86,30093.43,26.78,16.41,22.63,170.0,solar
23.37,2.32,13.85,48695.51,7875.86,30093.43,26.78,16.41,22.63,178.0,solar
22.86,2.48,13.22,46833.2,8545.6,28867.86,26.29,15.78,21.91,322.0,solar
22.86,2.48,13.22,46833.2,8545.6,28867.86,26.29,15.78,21.91,314.0,solar
24.56,2.23,14.29,50209.41,6398.87,31198.06,29.56,16.56,24.63,87.0,solar
23.11,2.53,13.45,46930.65,8159.73,29305.53,24.71,15.56,21.29,251.0,solar
23.14,2.14,13.56,47558.76,6601.75,29936.0,30.36,17.84,24.6,170.0,solar
22.98,2.09,13.02,47433.7,6908.89,29454.74,28.15,15.88,22.66,135.0,solar
25.29,3.36,14.94,48368.42,10429.96,31764.38,29.42,16.89,22.28,-12.0,solar
23.09,2.27,13.79,49058.94,7819.64,30412.97,31.1,16.77,24.79,230.0,solar
25.53,2.94,15.24,47733.32,8338.38,31113.79,32.14,20.33,24.98,97.0,solar
25.74,2.88,15.2,48123.6,7853.93,30866.39,32.66,20.49,24.4,153.0,solar
25.83,4.79,15.53,48985.33,18206.3,33854.57,20.26,13.38,17.4,50.0,solar
26.47,5.2,15.97,49004.98,17428.59,33669.77,21.74,14.03,17.82,36.0,solar
26.33,4.62,15.76,48700.65,16455.52,33942.22,22.39,14.78,18.0,197.0,solar
24.59,2.44,12.98,50559.32,12503.05,31241.8,18.51,7.88,12.64,255.0,solar
25.5,2.92,14.97,49927.27,7969.77,31507.7,30.65,18.32,23.87,25.0,solar
22.69,2.25,13.11,48119.99,7982.95,28883.98,24.53,14.9,20.34,354.0,solar
24.41,3.72,14.98,46573.52,11739.53,30442.16,25.05,16.25,19.37,376.0,solar
22.31,2.86,12.31,48538.35,17167.87,31915.61,13.32,8.53,11.1,575.0,solar
23.02,3.86,14.31,46348.18,18687.06,33576.71,17.73,10.09,13.97,673.0,solar
21.23,1.66,11.45,42541.72,6558.23,25861.53,26.76,13.53,19.06,152.0,solar
23.97,2.31,13.81,50248.27,8423.69,31434.25,27.48,15.77,22.79,90.0,solar
21.23,1.7,11.45,42138.38,6755.31,25711.15,27.33,13.23,19.49,219.0,solar
20.72,4.17,13.14,40680.96,19073.5,30770.29,14.55,8.79,11.54,622.0,solar
21.73,2.39,12.3,43808.17,10803.79,28059.4,25.93,17.16,21.06,271.0,solar
22.29,2.26,12.85,47490.0,6997.34,28783.24,29.7,14.85,22.22,225.0,solar
22.29,2.26,12.85,47490.0,6997.34,28783.24,29.7,14.85,22.22,204.0,solar
22.69,2.25,13.11,48119.99,7982.95,28883.98,24.53,14.9,20.34,369.0,solar
21.23,1.66,11.45,42541.72,6558.23,25861.53,26.76,13.53,19.06,152.0,solar
24.23,3.57,15.18,45458.71,10369.64,31407.01,25.47,14.5,20.76,-21.0,solar
21.51,2.41,12.35,43856.76,10781.64,28263.9,27.19,17.59,22.2,347.0,solar
23.4,2.05,12.82,47084.67,7323.03,29093.0,28.26,17.33,23.17,192.0,solar
25.66,3.0,15.26,47913.3,8130.03,31122.68,32.05,20.12,24.03,142.0,solar
22.39,2.19,12.73,47963.45,7463.71,28816.79,26.1,14.7,21.08,539.0,solar
25.35,3.38,15.06,47867.86,11137.22,31627.36,31.0,18.14,23.47,-12.0,solar
24.68,1.67,13.68,50498.05,2140.78,29365.49,30.92,18.06,23.96,217.0,solar
25.08,3.14,15.02,48393.38,9372.22,31945.74,27.94,17.25,21.36,-23.0,solar
29.79,13.21,21.89,45116.65,32107.64,38909.05,26.2,18.91,22.18,954.0,solar
28.06,13.53,21.16,43475.45,33313.79,38052.71,28.19,16.53,21.33,1221.0,solar
29.71,12.02,21.42,45019.07,30400.58,38259.55,29.19,21.19,24.62,1232.0,solar
29.73,11.96,21.38,45266.05,30474.32,38252.04,27.11,20.83,23.8,1232.0,solar
29.71,12.02,21.42,45019.07,30400.58,38259.55,29.19,21.19,24.62,1248.0,solar
29.71,12.02,21.42,45019.07,30400.58,38259.55,29.19,21.19,24.62,1235.0,solar
28.86,11.7,20.81,45199.96,29896.5,37969.21,23.45,16.38,19.81,1442.0,solar
28.23,13.26,21.19,43892.3,33051.36,37976.51,23.74,15.0,19.77,1164.0,solar
29.08,12.58,21.33,45111.07,31366.37,38538.38,24.29,17.33,21.08,1033.0,solar
28.09,12.75,21.0,43861.25,31513.99,38112.6,21.36,13.13,16.66,1030.0,solar
31.73,8.35,19.74,47071.72,22232.09,36552.64,20.42,12.41,16.62,130.0,solar
28.77,13.57,21.71,44314.58,32363.99,38600.22,31.82,18.58,23.82,1515.0,solar
29.83,11.49,20.89,44798.12,29404.47,37347.9,33.08,22.78,27.48,1348.0,solar
29.89,11.45,20.86,44631.96,29543.07,37365.77,33.25,22.91,27.9,1372.0,solar
28.68,13.9,21.71,43604.36,33061.55,38602.13,24.76,16.24,20.07,1174.0,solar
28.78,13.87,21.72,43846.24,32962.02,38716.17,23.82,15.06,19.16,1137.0,solar
30.08,13.24,21.85,44377.87,32652.07,38744.82,24.19,17.94,20.76,838.0,solar
31.08,13.16,22.15,44466.39,32907.67,38842.83,25.15,17.7,22.4,830.0,solar
31.08,13.16,22.15,44466.39,32907.67,38842.83,25.15,17.7,22.4,832.0,solar
28.77,13.57,21.71,44314.58,32363.99,38600.22,31.82,18.58,23.82,1512.0,solar
28.32,13.06,21.04,44345.36,32192.05,37783.2,22.42,12.87,18.74,1243.0,solar
29.76,11.88,21.15,45986.27,30196.24,38165.01,26.04,20.74,23.69,1151.0,solar
29.79,12.24,21.44,45306.47,30682.89,38369.96,29.17,19.2,24.08,1206.0,solar
28.55,17.48,22.77,43668.45,35634.95,39074.01,19.9,12.01,15.36,1628.0,solar
30.64,12.83,21.87,44818.85,32188.53,38708.8,27.64,21.62,24.97,941.0,solar
23.82,3.24,13.72,48789.88,12781.7,31043.88,16.0,9.52,12.58,226.0,solar
25.09,3.18,14.99,48407.73,9220.66,31803.23,28.82,17.64,22.0,-24.0,solar
25.02,3.13,14.95,48644.6,8898.07,31651.86,27.94,16.81,21.32,-24.0,solar
24.68,0.0,10.57,61341.35,0.0,30438.17,15.7,8.18,11.82,206.0,solar
23.82,2.25,13.19,49506.97,8238.23,30451.26,27.4,14.69,21.68,110.0,solar
23.29,2.29,13.82,48583.46,7874.21,30361.37,28.05,15.5,22.89,136.0,solar
24.27,3.56,14.15,48934.83,15010.92,31778.49,14.64,7.64,11.78,1023.0,solar
25.02,3.13,14.95,48644.6,8898.07,31651.86,27.94,16.81,21.32,-24.0,solar
25.01,3.14,14.93,48192.87,9047.52,31283.12,28.39,16.87,21.53,-24.0,solar
22.23,2.17,12.85,47607.23,7322.54,28551.11,26.86,15.21,21.55,485.0,solar
22.43,19.06,20.63,38869.21,33676.94,36843.68,12.41,8.61,10.02,1577.0,solar
28.72,14.12,21.97,44697.43,33003.13,38835.26,25.69,16.93,20.65,1106.0,solar
25.02,17.91,21.87,42248.47,35347.47,39354.06,33.9,19.26,27.3,12.0,solar
26.84,13.58,20.74,43785.77,30531.01,37330.03,31.46,18.77,22.89,60.0,solar
28.7,13.75,22.24,46343.51,32387.06,39668.0,22.67,11.08,17.53,21.0,solar
26.95,14.6,21.42,42932.02,32131.54,37801.29,24.67,16.24,20.11,641.0,solar
26.38,16.16,21.61,42451.35,33277.42,37629.57,21.52,14.12,18.15,561.0,solar
29.28,11.7,21.4,46724.42,29476.44,38434.84,30.7,19.5,22.9,843.0,solar
25.18,18.33,21.57,41263.36,33989.14,36938.37,27.71,18.65,23.07,15.0,solar
24.87,16.75,20.83,40996.57,27271.15,35945.83,22.67,12.48,17.77,12.0,solar
25.41,18.73,21.43,41067.43,30169.59,36618.97,30.58,16.23,23.1,37.0,solar
25.45,18.69,21.41,41137.62,30180.16,36741.67,30.62,16.39,23.38,48.0,solar
24.06,3.5,13.89,47904.29,12228.63,30824.55,20.92,13.4,17.4,319.0,solar
26.69,12.12,20.06,43719.07,29082.66,37091.19,35.14,19.84,23.8,6.0,solar
31.62,13.41,22.26,45891.82,33171.14,39180.46,12.56,8.97,10.89,207.0,solar
30.0,16.5,23.36,43486.25,35672.57,39403.33,25.88,11.39,15.21,558.0,solar
