maxrad,minrad,meanrad,maxdur,mindur,meandur,maxwind,minwind,meanwind,elevation,energy
20.86,2.32,12.45,39558.34,6677.8,26560.14,31.73,12.72,21.67,99.0,wind
19.9,1.79,10.67,38998.4,8281.36,23973.85,36.54,20.95,26.74,120.0,wind
21.04,2.12,11.4,43811.64,9839.64,26760.59,33.51,18.34,24.34,4.0,wind
21.15,2.42,11.97,39801.16,8835.7,26465.4,32.63,16.49,23.71,65.0,wind
16.15,1.35,9.06,31653.3,7107.65,20810.94,32.45,19.29,26.05,292.0,wind
16.23,1.35,8.89,30736.92,6162.2,20203.87,33.23,21.05,26.36,293.0,wind
21.35,1.26,10.24,44754.27,7723.77,24897.47,34.46,17.92,27.75,331.0,wind
21.35,1.26,10.24,44754.27,7723.77,24897.47,34.46,17.92,27.75,300.0,wind
21.35,1.26,10.24,44754.27,7723.77,24897.47,34.46,17.92,27.75,313.0,wind
20.61,1.26,9.86,42666.7,7710.63,24117.02,33.57,18.47,27.56,239.0,wind
17.27,1.05,8.8,33666.48,6233.93,20280.93,30.69,19.01,24.9,270.0,wind
22.03,3.46,12.71,40337.36,11990.54,27640.28,28.38,16.99,22.55,70.0,wind
19.64,2.24,11.69,39841.77,8402.69,26029.49,35.6,17.5,25.91,97.0,wind
20.56,2.21,11.13,40762.22,9280.72,25108.82,37.44,21.57,27.5,160.0,wind
20.63,2.5,12.56,40792.03,7485.52,26852.7,31.11,13.37,22.25,198.0,wind
20.83,2.4,11.89,39308.24,8491.9,25870.93,32.19,16.55,23.8,46.0,wind
21.65,2.31,11.65,40516.02,9511.46,25286.19,41.12,23.27,29.81,171.0,wind
18.02,1.04,9.37,35372.86,5050.08,21047.54,33.68,18.72,26.58,426.0,wind
19.6,1.12,9.87,41693.31,6863.93,24866.45,34.51,19.45,26.42,35.0,wind
20.07,1.18,9.77,40946.95,6619.37,23214.21,32.65,17.94,26.45,333.0,wind
20.07,1.18,9.77,40946.95,6619.37,23214.21,32.65,17.94,26.45,372.0,wind
18.32,1.05,9.75,39654.81,7372.44,24108.49,30.43,17.91,23.93,123.0,wind
22.79,1.88,11.84,45907.39,9728.19,27529.85,44.64,25.6,32.85,0.0,wind
17.89,1.08,9.32,36217.93,5844.93,22324.83,31.53,18.9,25.67,194.0,wind
19.45,1.09,9.54,40322.32,6514.49,23275.02,27.89,16.23,21.24,109.0,wind
19.98,1.15,9.9,40593.67,7652.11,23913.19,28.26,16.53,23.17,210.0,wind
21.54,1.24,10.16,44518.82,7540.63,24385.87,35.12,17.82,28.04,236.0,wind
20.48,3.04,11.89,37278.39,10782.23,25982.93,34.24,19.36,25.67,98.0,wind
25.89,5.19,15.52,46935.64,17263.35,32281.3,30.13,17.17,24.33,357.0,wind
21.21,1.95,11.22,41430.26,8058.7,25328.2,35.16,19.93,25.79,120.0,wind
17.88,1.04,9.52,39388.04,6452.81,22986.34,32.37,19.23,26.44,609.0,wind
20.19,2.91,11.51,36904.59,10166.87,24951.72,33.71,20.06,25.65,133.0,wind
19.72,1.53,10.3,38062.22,7291.05,22778.81,35.43,17.26,25.44,16.0,wind
18.86,1.1,10.08,39641.8,7517.48,25175.6,32.28,19.15,25.4,207.0,wind
19.7,1.25,10.24,39287.15,8034.58,24583.62,34.87,20.75,27.64,152.0,wind
17.71,1.09,9.31,34955.26,5929.91,21404.75,36.06,20.32,27.9,353.0,wind
20.59,2.1,11.53,39659.86,8461.58,25807.07,35.85,16.03,25.69,128.0,wind
19.62,1.68,10.43,39961.46,7703.79,24033.87,34.78,19.89,25.55,40.0,wind
19.3,1.06,10.05,41041.89,7176.78,24158.49,32.08,18.93,25.41,100.0,wind
19.62,1.49,10.15,37903.91,7831.47,23190.24,34.53,16.75,25.38,209.0,wind
20.57,2.38,12.29,39045.3,7549.14,26564.38,30.97,12.51,21.41,81.0,wind
20.89,2.34,12.54,40450.8,7904.19,26684.04,30.47,14.0,21.99,382.0,wind
15.94,0.89,8.39,30515.97,3517.22,17995.73,30.59,16.38,24.76,652.0,wind
20.56,2.14,12.28,38960.96,6239.58,25876.37,29.91,14.73,21.56,339.0,wind
16.93,1.25,9.21,33373.45,6980.03,21630.84,33.73,21.01,27.43,314.0,wind
16.69,1.24,9.1,31728.53,6489.45,20691.63,32.77,21.09,26.82,276.0,wind
16.73,1.29,9.28,32057.03,6351.88,21190.01,30.82,19.73,24.91,143.0,wind
20.56,2.15,11.57,39288.05,8337.31,25350.13,36.13,16.03,26.05,178.0,wind
23.03,2.28,12.44,41283.58,9735.94,27345.5,39.56,18.55,28.39,85.0,wind
20.46,2.35,11.78,39653.94,8892.86,26148.92,32.77,15.91,24.24,149.0,wind
20.9,2.87,12.29,40347.85,10653.39,27185.36,31.35,14.05,22.6,62.0,wind
16.73,1.29,9.28,32057.03,6351.88,21190.01,30.82,19.73,24.91,42.0,wind
21.1,1.9,12.02,39343.94,5266.91,24675.63,32.29,13.4,23.42,367.0,wind
21.07,1.89,11.17,42036.45,8081.03,25738.89,36.16,20.76,26.45,41.0,wind
25.2,6.0,16.22,45414.68,20828.98,33958.31,33.12,16.82,25.43,151.0,wind
20.5,2.18,12.35,39667.07,6503.96,26581.75,30.97,14.25,22.14,292.0,wind
21.03,1.8,11.13,42550.95,8139.1,25848.59,35.92,21.12,26.39,-1.0,wind
21.03,1.8,11.13,42550.95,8139.1,25848.59,35.92,21.12,26.39,2.0,wind
20.68,2.2,11.0,39251.06,9071.7,23953.27,38.64,21.24,27.65,259.0,wind
24.44,4.32,14.66,45226.24,14322.06,29563.74,24.74,13.92,18.76,626.0,wind
16.9,0.85,8.84,34521.09,4388.26,21735.24,31.53,16.15,24.47,560.0,wind
18.82,1.39,9.75,36309.06,5703.24,21476.68,38.36,21.45,28.63,369.0,wind
16.73,0.77,8.33,30899.71,3102.16,17413.08,30.97,15.66,22.37,356.0,wind
21.17,1.93,11.26,42225.15,8030.94,25873.87,36.41,20.76,26.66,52.0,wind
19.3,1.06,10.05,41041.89,7176.78,24158.49,32.08,18.93,25.41,66.0,wind
18.68,1.36,9.68,35742.41,5226.42,21230.22,36.68,21.12,27.67,396.0,wind
18.68,1.36,9.68,35742.41,5226.42,21230.22,36.68,21.12,27.67,367.0,wind
20.02,1.67,10.6,41376.84,8056.18,24039.78,34.58,20.22,25.65,15.0,wind
20.11,2.56,12.05,39057.41,8295.6,26448.29,33.96,15.18,24.77,110.0,wind
16.58,1.41,9.13,31562.99,6764.0,20581.94,31.7,19.8,25.13,170.0,wind
16.83,1.43,9.28,32745.4,6986.99,21334.06,32.33,19.69,25.34,241.0,wind
16.58,1.41,9.13,31562.99,6764.0,20581.94,31.7,19.8,25.13,212.0,wind
16.76,1.36,9.09,31224.92,6878.4,20710.41,33.21,20.76,26.32,352.0,wind
16.58,1.43,9.19,31673.66,6709.94,20578.07,32.36,19.77,25.22,226.0,wind
16.58,1.43,9.19,31673.66,6709.94,20578.07,32.36,19.77,25.22,242.0,wind
21.35,2.31,11.38,39873.54,9626.79,25225.54,41.14,22.8,29.75,202.0,wind
16.24,1.3,8.96,30020.37,5841.73,20299.07,34.11,21.06,27.27,238.0,wind
20.79,2.35,12.39,39750.43,7004.5,26437.39,30.33,12.5,21.47,128.0,wind
16.86,1.4,9.2,32272.81,7086.03,21185.46,32.56,20.2,25.67,242.0,wind
22.22,3.83,13.27,43285.3,14019.32,28845.09,30.62,15.88,23.36,60.0,wind
20.82,2.81,12.37,41572.97,9945.28,27248.07,31.38,15.71,23.42,221.0,wind
20.87,2.08,11.58,39154.48,8275.9,25537.32,37.8,16.85,27.29,177.0,wind
17.87,1.03,9.07,35552.56,5233.02,20945.96,27.81,16.33,22.4,354.0,wind
17.87,1.03,9.07,35552.56,5233.02,20945.96,27.81,16.33,22.4,299.0,wind
20.14,1.39,10.63,38415.89,8473.2,24403.19,37.7,22.2,28.9,143.0,wind
19.09,1.2,9.31,39265.96,6557.83,21708.93,31.03,19.15,25.23,377.0,wind
19.71,1.26,10.23,39110.69,7740.63,24581.58,36.63,20.97,28.68,184.0,wind
25.29,4.47,14.98,46767.07,14947.92,30159.84,25.74,17.08,21.03,1079.0,wind
19.98,1.47,10.31,38703.56,7886.59,23433.67,37.96,18.38,27.82,11.0,wind
21.25,1.39,10.23,44751.49,8236.29,24061.28,32.97,17.36,24.96,157.0,wind
17.61,0.97,8.99,34793.76,4488.92,20129.58,33.71,19.71,27.19,282.0,wind
20.11,1.15,10.18,42252.31,7074.59,25189.05,32.91,19.28,26.06,61.0,wind
24.06,16.84,21.31,40151.27,36127.66,38410.98,25.79,10.52,19.26,21.0,wind
19.0,1.05,9.36,38370.62,6823.19,22813.79,28.04,15.58,22.71,372.0,wind
19.3,1.06,10.05,41041.89,7176.78,24158.49,32.08,18.93,25.41,31.0,wind
19.8,1.64,10.61,41245.18,8158.36,24391.38,35.64,21.57,27.1,8.0,wind
19.03,1.08,9.53,37603.96,7226.89,22684.87,28.01,15.57,22.43,245.0,wind
18.06,1.09,9.36,36774.81,6451.52,22618.41,30.34,18.07,24.49,109.0,wind
17.0,0.81,8.62,33802.29,4023.02,20074.69,30.52,15.47,22.54,518.0,wind
21.19,1.97,11.3,39916.36,8204.16,24843.67,35.53,19.7,25.84,39.0,wind
18.18,1.06,9.46,35965.07,5523.5,21783.11,32.08,17.51,25.14,184.0,wind
19.82,1.6,10.5,41786.09,7743.84,24360.87,34.78,19.77,25.34,72.0,wind
17.73,1.14,9.41,35179.53,6615.83,22269.85,34.2,19.16,26.56,196.0,wind
21.1,1.82,11.19,42533.76,8155.91,25721.03,36.01,20.78,26.34,1.0,wind
29.06,12.92,21.85,46060.55,32653.25,39543.15,43.85,20.18,31.03,37.0,wind
20.31,1.09,10.69,44899.95,7623.18,26412.58,33.77,19.85,26.59,76.0,wind
16.81,1.31,9.16,31903.17,6419.52,21028.95,27.83,18.28,22.15,50.0,wind
18.12,1.67,9.88,33659.64,6997.16,21563.24,32.38,18.52,24.73,48.0,wind
19.32,1.61,10.36,36950.61,7437.08,23009.05,36.57,18.75,25.91,7.0,wind
22.47,2.29,12.09,44666.58,11037.71,28051.27,36.94,20.15,27.0,1.0,wind
22.38,1.42,11.77,45772.1,5977.97,27339.76,36.6,14.98,28.05,0.0,wind
21.48,1.21,11.17,45122.83,5151.1,26260.6,36.47,15.62,27.65,0.0,wind
20.51,1.55,10.37,42377.78,8619.58,24268.51,31.97,18.64,24.92,83.0,wind
21.68,1.42,11.39,42924.78,6594.93,26358.76,34.66,16.83,26.82,10.0,wind
16.09,1.34,9.08,31572.13,7047.82,20797.31,33.0,18.95,26.04,159.0,wind
22.94,1.39,12.18,45048.5,5896.69,27126.0,42.6,15.41,32.22,0.0,wind
22.9,1.39,12.09,45584.08,6062.59,27315.32,42.21,14.84,31.89,0.0,wind
16.19,0.87,8.52,29665.58,5877.7,20770.93,36.05,19.41,29.1,201.0,wind
16.67,1.5,9.16,31070.68,7017.25,20581.93,30.83,18.65,23.74,130.0,wind
20.92,1.13,10.41,46189.09,6139.04,25487.05,39.9,22.53,31.01,0.0,wind
17.84,1.37,9.59,32489.96,5126.35,19893.28,33.8,16.6,24.72,420.0,wind
22.06,1.19,11.64,45568.53,5231.22,27029.33,41.61,17.41,32.02,0.0,wind
19.23,1.22,9.45,38354.49,5895.48,21671.75,27.7,17.18,22.69,77.0,wind
18.79,1.16,9.13,37774.53,5841.4,20998.93,31.01,19.66,25.74,296.0,wind
19.96,1.09,10.51,42947.38,7436.8,25554.83,34.46,20.72,27.0,119.0,wind
21.19,1.92,11.2,41417.62,7813.54,25333.78,35.69,20.19,26.24,62.0,wind
18.53,1.14,9.56,36259.0,6391.81,22252.04,31.25,19.01,24.7,333.0,wind
18.53,1.14,9.56,36259.0,6391.81,22252.04,31.25,19.01,24.7,332.0,wind
15.87,0.83,8.19,30038.69,3029.04,17846.99,25.24,14.72,20.76,211.0,wind
15.78,0.88,8.04,30533.34,4840.42,18403.13,25.42,15.12,20.67,253.0,wind
21.95,1.27,11.47,45057.5,5801.65,26907.63,38.54,15.66,28.96,0.0,wind
18.5,1.73,10.03,35808.52,7085.04,22356.99,31.9,18.08,24.32,101.0,wind
18.65,1.66,10.01,35565.7,6434.96,22330.91,35.9,19.88,26.62,464.0,wind
20.27,1.38,10.16,41473.11,7503.67,23841.94,33.55,19.04,25.23,63.0,wind
23.36,0.68,10.47,51421.49,1954.4,25572.22,28.01,15.15,21.77,36.0,wind
22.56,0.11,9.49,53665.03,496.21,24243.95,28.73,17.22,22.41,12.0,wind
23.33,0.47,10.2,51677.24,1276.48,25618.9,28.28,15.37,21.95,4.0,wind
16.24,1.3,8.96,30020.37,5841.73,20299.07,34.11,21.06,27.27,313.0,wind
19.71,1.61,10.39,40432.04,7233.98,23719.27,35.8,20.38,25.99,127.0,wind
19.93,1.13,9.5,39246.34,5019.25,20992.34,31.46,17.96,26.15,360.0,wind
20.03,1.89,10.65,40559.38,7549.89,24264.69,36.76,20.02,27.01,7.0,wind
22.34,0.1,9.35,52946.9,431.76,23698.07,25.13,15.71,20.14,9.0,wind
23.43,0.52,10.28,51614.68,1517.0,25122.73,26.94,14.01,21.5,16.0,wind
16.69,1.24,9.1,31728.53,6489.45,20691.63,32.77,21.09,26.82,209.0,wind
23.22,0.44,10.08,51243.91,1191.29,25190.21,26.25,13.21,20.5,9.0,wind
21.1,1.82,11.19,42533.76,8155.91,25721.03,36.01,20.78,26.34,3.0,wind
24.37,2.28,12.8,46202.34,10347.43,28598.68,45.0,21.71,32.01,0.0,wind
19.84,1.64,10.53,42862.77,8459.94,24664.17,34.06,20.15,25.6,8.0,wind
23.31,2.08,11.71,44504.12,9608.46,25985.43,41.73,22.78,30.3,45.0,wind
22.88,0.04,9.39,53914.7,219.71,24572.78,26.26,16.46,20.91,13.0,wind
19.76,2.37,11.85,38615.95,8767.17,25605.82,31.23,15.13,23.13,85.0,wind
19.81,2.23,11.68,40014.75,8376.42,26138.13,34.92,17.31,25.65,136.0,wind
16.33,0.81,8.21,30766.05,3458.14,17880.4,31.99,16.49,23.15,538.0,wind
16.73,0.77,8.33,30899.71,3102.16,17413.08,30.97,15.66,22.37,379.0,wind
18.18,1.06,9.46,35965.07,5523.5,21783.11,32.08,17.51,25.14,139.0,wind
19.99,1.79,10.73,39126.75,7712.44,24094.69,36.89,21.2,27.21,138.0,wind
21.54,1.24,10.16,44518.82,7540.63,24385.87,35.12,17.82,28.04,214.0,wind
19.74,1.37,10.07,40304.4,7119.56,23762.35,38.84,20.16,28.94,57.0,wind
22.51,0.04,9.3,54214.72,102.57,24455.47,26.77,16.19,20.9,7.0,wind
23.73,0.81,10.73,50932.87,2434.83,26082.69,31.65,18.82,24.4,8.0,wind
20.91,1.85,11.03,41304.92,7547.22,25187.73,35.86,20.24,26.33,130.0,wind
20.31,1.82,10.84,39542.22,7802.33,24430.44,36.18,21.08,26.86,109.0,wind
24.35,0.98,11.22,51216.6,3406.57,27386.1,32.78,19.46,25.21,26.0,wind
22.53,0.66,10.31,50930.34,2573.42,25498.25,27.82,13.99,20.88,36.0,wind
22.33,1.84,11.67,44497.35,9348.99,26986.62,43.37,25.22,32.36,0.0,wind
20.71,1.38,10.29,43109.01,7920.89,23961.41,34.68,19.33,25.85,23.0,wind
23.38,0.58,10.7,51718.32,2140.62,26857.72,33.77,18.42,25.73,25.0,wind
23.38,0.58,10.7,51718.32,2140.62,26857.72,33.77,18.42,25.73,31.0,wind
24.06,0.95,11.02,50744.92,3287.67,26677.78,33.45,19.65,25.76,1.0,wind
23.65,0.88,10.78,51008.59,3127.25,26477.21,32.26,18.99,25.03,14.0,wind
23.73,0.81,10.73,50932.87,2434.83,26082.69,31.65,18.82,24.4,5.0,wind
23.65,0.88,10.78,51008.59,3127.25,26477.21,32.26,18.99,25.03,3.0,wind
23.65,0.88,10.78,51008.59,3127.25,26477.21,32.26,18.99,25.03,1.0,wind
23.36,0.68,10.47,51421.49,1954.4,25572.22,28.01,15.15,21.77,58.0,wind
24.42,20.98,22.86,40229.45,35958.35,38026.77,27.03,13.43,21.05,1921.0,wind
24.22,12.98,17.42,41834.5,20158.97,32330.72,20.78,11.33,17.04,261.0,wind
23.63,0.1,9.85,54814.65,492.94,25219.77,30.18,18.01,23.79,10.0,wind
22.7,0.42,9.74,51411.62,1173.28,24350.6,24.91,12.13,19.56,50.0,wind
22.15,0.31,9.38,51487.11,114.18,22586.66,24.19,12.75,19.23,89.0,wind
22.58,0.16,10.01,52850.89,835.16,25590.89,30.21,18.68,24.09,0.0,wind
21.46,1.03,10.81,46414.45,5040.18,25780.33,33.59,17.14,26.77,1.0,wind
22.3,1.18,11.34,46377.5,5549.74,26961.37,33.3,13.16,25.5,0.0,wind
18.95,1.09,10.11,39751.2,7606.8,25444.86,35.67,20.61,27.69,79.0,wind
17.66,1.06,9.4,39471.52,6671.82,23109.28,30.17,17.21,24.3,423.0,wind
18.27,1.09,9.4,38331.22,5682.58,22656.49,32.39,19.67,26.2,292.0,wind
19.95,1.55,10.49,42482.85,7396.04,24393.13,34.56,19.39,24.99,41.0,wind
20.46,2.02,10.85,39278.7,8617.18,24086.13,36.96,20.64,27.82,128.0,wind
21.3,2.03,11.09,41771.4,8961.19,24961.15,36.36,20.94,27.46,154.0,wind
20.46,1.9,10.82,39047.94,7195.43,23599.04,36.14,20.14,26.56,248.0,wind
19.3,1.76,10.31,37086.21,6817.1,22842.46,35.28,19.6,26.01,440.0,wind
19.36,1.63,10.34,37666.63,7561.72,23481.58,36.12,19.01,25.73,88.0,wind
16.46,1.34,9.0,30152.0,6567.71,20276.0,32.7,20.98,26.8,374.0,wind
16.46,1.34,9.0,30152.0,6567.71,20276.0,32.7,20.98,26.8,339.0,wind
18.82,1.39,9.75,36309.06,5703.24,21476.68,38.36,21.45,28.63,401.0,wind
21.82,1.82,11.52,44393.62,8923.79,25891.55,39.05,24.01,29.45,22.0,wind
21.33,2.27,11.41,39963.28,9473.66,25309.73,41.93,22.41,30.03,244.0,wind
19.23,1.37,9.88,39989.46,7626.19,23453.01,33.9,17.79,25.3,58.0,wind
21.89,1.6,11.2,41650.41,8092.77,25076.32,45.59,23.01,33.86,0.0,wind
19.72,1.53,10.3,38062.22,7291.05,22778.81,35.43,17.26,25.44,11.0,wind
16.01,1.43,8.89,31369.15,6714.16,20079.37,31.77,19.34,25.03,246.0,wind
19.58,1.37,10.04,41110.88,7350.5,24124.68,39.31,20.2,29.43,8.0,wind
19.49,1.8,10.41,38236.11,6964.64,22718.57,33.65,19.49,25.22,249.0,wind
17.58,1.02,9.18,35772.07,4877.29,21126.98,34.31,19.63,27.16,242.0,wind
18.67,1.08,9.48,37125.29,5436.15,22132.1,32.86,18.89,27.06,251.0,wind
19.69,1.88,10.69,37882.47,8471.93,23976.94,31.58,18.69,24.0,35.0,wind
18.82,1.68,10.08,35894.63,6052.13,21878.36,35.6,19.87,26.43,398.0,wind
21.54,1.24,10.16,44518.82,7540.63,24385.87,35.12,17.82,28.04,179.0,wind
21.12,1.84,11.21,41793.5,7906.44,25085.57,35.3,20.46,25.8,-2.0,wind
21.12,1.84,11.21,41793.5,7906.44,25085.57,35.3,20.46,25.8,-1.0,wind
20.96,1.85,11.16,42016.12,8383.7,25761.68,35.54,20.52,26.02,-1.0,wind
20.96,1.85,11.16,42016.12,8383.7,25761.68,35.54,20.52,26.02,6.0,wind
24.66,2.43,13.15,46209.56,10657.86,28869.95,47.66,22.98,33.38,0.0,wind
21.12,1.27,9.97,42041.25,7509.46,23337.12,33.59,18.04,27.25,185.0,wind
21.19,1.94,11.21,42039.59,8228.24,25114.02,34.21,19.89,25.19,76.0,wind
21.3,2.03,11.09,41771.4,8961.19,24961.15,36.36,20.94,27.46,194.0,wind
19.74,1.37,10.07,40304.4,7119.56,23762.35,38.84,20.16,28.94,95.0,wind
21.23,2.16,11.52,43981.97,10081.82,26572.07,34.81,18.88,25.3,6.0,wind
21.84,2.31,11.93,44761.43,10852.04,28053.73,36.79,19.39,26.6,5.0,wind
20.47,1.71,10.71,40387.71,8313.16,24611.05,38.01,19.42,26.49,12.0,wind
16.23,1.37,8.94,31147.61,6410.4,20231.97,31.09,19.73,24.81,205.0,wind
17.03,0.94,9.07,33536.57,7073.01,22011.16,35.28,19.64,28.29,84.0,wind
20.46,1.22,9.89,41661.04,7258.06,23812.94,33.16,18.32,26.86,247.0,wind
20.46,1.22,9.89,41661.04,7258.06,23812.94,33.16,18.32,26.86,353.0,wind
19.45,1.27,9.74,40124.5,7201.78,22849.95,30.84,17.61,25.02,143.0,wind
17.03,0.94,9.07,33536.57,7073.01,22011.16,35.28,19.64,28.29,271.0,wind
19.3,1.76,10.31,37086.21,6817.1,22842.46,35.28,19.6,26.01,414.0,wind
